source,native,name,p_value
GO:BP,GO:0008150,biological_process,4.228124947848899e-12
GO:BP,GO:0009987,cellular process,2.2056526393024955e-10
GO:BP,GO:0008152,metabolic process,0.002007586041739605
GO:BP,GO:0009059,macromolecule biosynthetic process,0.005973380891899345
GO:BP,GO:0010467,gene expression,0.02116794201052733
GO:BP,GO:0044238,primary metabolic process,0.033765001430177057
GO:BP,GO:0043170,macromolecule metabolic process,0.03399377874168203
GO:BP,GO:0009058,biosynthetic process,0.03812282408664851
GO:CC,GO:0005575,cellular_component,4.8026140839405974e-14
GO:CC,GO:0110165,cellular anatomical structure,2.6574259165887637e-13
GO:CC,GO:0043226,organelle,2.0867805280715038e-12
GO:CC,GO:0005622,intracellular anatomical structure,2.2673538232115642e-12
GO:CC,GO:0043229,intracellular organelle,6.570732007946372e-11
GO:CC,GO:0043227,membrane-bounded organelle,2.3299069778427276e-10
GO:CC,GO:0043231,intracellular membrane-bounded organelle,2.7743096265049925e-10
GO:CC,GO:0005737,cytoplasm,1.8029879029898573e-05
GO:CC,GO:0031090,organelle membrane,0.0038657057497457244
GO:CC,GO:0016020,membrane,0.015609402635413511
GO:CC,GO:0005634,nucleus,0.01738106912165728
GO:CC,GO:0033116,endoplasmic reticulum-Golgi intermediate compartment membrane,0.04510667550276584
GO:MF,GO:0003674,molecular_function,4.384232634868149e-13
GO:MF,GO:0005488,binding,8.462643789828361e-11
GO:MF,GO:0005515,protein binding,1.983313501115817e-06
GO:MF,GO:0003824,catalytic activity,0.002485900672271765
KEGG,KEGG:00000,KEGG root term,0.00024039903680116463
KEGG,KEGG:04062,Chemokine signaling pathway,0.011542142593134987
KEGG,KEGG:04726,Serotonergic synapse,0.028119891401175264
KEGG,KEGG:00513,Various types of N-glycan biosynthesis,0.02815708958510727
KEGG,KEGG:04724,Glutamatergic synapse,0.038849249582012725
