source,native,name,p_value
GO:BP,GO:0006396,RNA processing,0.0003936501962584435
GO:BP,GO:0016070,RNA metabolic process,0.012883549765672471
GO:BP,GO:0090304,nucleic acid metabolic process,0.01968986725044881
GO:BP,GO:0006139,nucleobase-containing compound metabolic process,0.024779685894482886
GO:CC,GO:0005575,cellular_component,0.00020866927456188162
GO:CC,GO:0110165,cellular anatomical structure,0.00032123274289612425
GO:CC,GO:0005654,nucleoplasm,0.0005989643023733533
GO:CC,GO:0043227,membrane-bounded organelle,0.000917344329867674
GO:CC,GO:0031981,nuclear lumen,0.0010516557518829945
GO:CC,GO:0140513,nuclear protein-containing complex,0.0014062666879521403
GO:CC,GO:0070013,intracellular organelle lumen,0.0016789300970698148
GO:CC,GO:0043233,organelle lumen,0.0016789300970698148
GO:CC,GO:0031974,membrane-enclosed lumen,0.0016789300970698148
GO:CC,GO:0005622,intracellular anatomical structure,0.002049776702734255
GO:CC,GO:0043226,organelle,0.00315799977029124
GO:CC,GO:0032991,protein-containing complex,0.0033090128688279606
GO:CC,GO:0005634,nucleus,0.0045043498112045275
GO:CC,GO:0043231,intracellular membrane-bounded organelle,0.013414370047443738
GO:CC,GO:0043229,intracellular organelle,0.046551516205011384
GO:MF,GO:0003674,molecular_function,0.00024327297482882842
GO:MF,GO:0003723,RNA binding,0.0003836556603799826
GO:MF,GO:0003676,nucleic acid binding,0.0006601004923182914
GO:MF,GO:0005515,protein binding,0.0019164860153164237
GO:MF,GO:0005488,binding,0.011976145552746112
GO:MF,GO:0000049,tRNA binding,0.03465812266407379
