source,native,name,p_value
GO:BP,GO:0008150,biological_process,5.651089438413424e-09
GO:BP,GO:0009987,cellular process,1.494449213726392e-08
GO:BP,GO:0050789,regulation of biological process,0.0022506041301194415
GO:BP,GO:0050794,regulation of cellular process,0.0029931994626785237
GO:BP,GO:0065007,biological regulation,0.006201500345481853
GO:BP,GO:0051641,cellular localization,0.02702017598499567
GO:BP,GO:0007165,signal transduction,0.04115639369257896
GO:BP,GO:0051234,establishment of localization,0.04978297214118682
GO:CC,GO:0110165,cellular anatomical structure,7.655723490647117e-09
GO:CC,GO:0005575,cellular_component,1.1538468622818954e-08
GO:CC,GO:0005622,intracellular anatomical structure,5.108422311350007e-07
GO:CC,GO:0043226,organelle,3.1945355983176835e-05
GO:CC,GO:0043227,membrane-bounded organelle,6.410904184314584e-05
GO:CC,GO:0043229,intracellular organelle,7.8105288017336e-05
GO:CC,GO:0043231,intracellular membrane-bounded organelle,0.0009073397136174475
GO:CC,GO:0005737,cytoplasm,0.005485700250961568
GO:MF,GO:0003674,molecular_function,7.629232892001634e-11
GO:MF,GO:0005488,binding,5.041665389564191e-09
GO:MF,GO:0005515,protein binding,8.787916767309465e-08
GO:MF,GO:0036094,small molecule binding,0.014514865920760869
GO:MF,GO:0043167,ion binding,0.026479952291377038
GO:MF,GO:0003677,DNA binding,0.04553331712540184
KEGG,KEGG:04144,Endocytosis,0.011692273799447615
KEGG,KEGG:04622,RIG-I-like receptor signaling pathway,0.012232017540565647
KEGG,KEGG:04623,Cytosolic DNA-sensing pathway,0.019818736096868593
