source,native,name,p_value
GO:BP,GO:0050789,regulation of biological process,0.008778584756199482
GO:BP,GO:0065007,biological regulation,0.010093925319574095
GO:BP,GO:0009987,cellular process,0.015336876243985954
GO:BP,GO:0044238,primary metabolic process,0.018946890383221657
GO:BP,GO:0008152,metabolic process,0.03386340921155053
GO:BP,GO:0008150,biological_process,0.035680602706012386
GO:BP,GO:0043170,macromolecule metabolic process,0.03618452800049916
GO:CC,GO:0043229,intracellular organelle,9.171225066011986e-06
GO:CC,GO:0005622,intracellular anatomical structure,2.01177568455498e-05
GO:CC,GO:0043226,organelle,4.4208264655365203e-05
GO:CC,GO:0043231,intracellular membrane-bounded organelle,0.00031507424852486826
GO:CC,GO:0043227,membrane-bounded organelle,0.0036350629682164507
GO:CC,GO:0005737,cytoplasm,0.005074743628036987
GO:CC,GO:0031981,nuclear lumen,0.023421533902794875
GO:CC,GO:0005654,nucleoplasm,0.02489579810647813
GO:CC,GO:0005634,nucleus,0.027935834281999375
GO:CC,GO:0090734,site of DNA damage,0.036088527558508214
GO:CC,GO:0110165,cellular anatomical structure,0.04123965609867474
GO:MF,GO:0003674,molecular_function,0.0037021003399078127
GO:MF,GO:0005488,binding,0.005589846381976485
GO:MF,GO:0003676,nucleic acid binding,0.043894826112937164
