source,native,name,p_value
GO:BP,GO:0008152,metabolic process,0.018668283267828288
GO:BP,GO:0009987,cellular process,0.034042875707650175
GO:BP,GO:0008150,biological_process,0.04994878291641721
GO:CC,GO:0110165,cellular anatomical structure,0.0001754080204625427
GO:CC,GO:0005622,intracellular anatomical structure,0.0002721620518070668
GO:CC,GO:0043226,organelle,0.0002990884734314037
GO:CC,GO:0005575,cellular_component,0.0003174479826545534
GO:CC,GO:0043227,membrane-bounded organelle,0.0011828981573502927
GO:CC,GO:0043229,intracellular organelle,0.0016263655578774062
GO:CC,GO:0043231,intracellular membrane-bounded organelle,0.0018881517798370793
GO:CC,GO:0005737,cytoplasm,0.0053551254603629046
GO:CC,GO:0005829,cytosol,0.026659437893749763
GO:CC,GO:1990234,transferase complex,0.03986382366477096
GO:CC,GO:1902494,catalytic complex,0.0419835768619015
GO:MF,GO:0003674,molecular_function,5.284138778382862e-05
GO:MF,GO:0005488,binding,9.081564886956832e-05
GO:MF,GO:0005515,protein binding,0.00015944833855674635
KEGG,KEGG:04142,Lysosome,0.021960952345966456
KEGG,KEGG:00510,N-Glycan biosynthesis,0.04045760389157362
