source,native,name,p_value
GO:BP,GO:0008150,biological_process,1.9297595471521165e-18
GO:BP,GO:0009987,cellular process,3.291602320192258e-17
GO:BP,GO:0008152,metabolic process,1.0646558507491337e-07
GO:BP,GO:0044238,primary metabolic process,2.384358264365148e-07
GO:BP,GO:0065007,biological regulation,1.0385203300267727e-06
GO:BP,GO:0009058,biosynthetic process,1.0994681603830223e-06
GO:BP,GO:0043170,macromolecule metabolic process,2.0204113528750113e-05
GO:BP,GO:0050789,regulation of biological process,6.872516376022438e-05
GO:BP,GO:0009059,macromolecule biosynthetic process,7.582627258213812e-05
GO:BP,GO:0006396,RNA processing,9.702311035237642e-05
GO:BP,GO:0006399,tRNA metabolic process,0.00013724101830291666
GO:BP,GO:0050794,regulation of cellular process,0.0001461493080063517
GO:BP,GO:0090304,nucleic acid metabolic process,0.00022646003116222094
GO:BP,GO:0010467,gene expression,0.00025137911084388743
GO:BP,GO:0016070,RNA metabolic process,0.0002809351895341238
GO:BP,GO:0006139,nucleobase-containing compound metabolic process,0.0004597262380998403
GO:BP,GO:0019222,regulation of metabolic process,0.002401900824445562
GO:BP,GO:0141187,nucleic acid biosynthetic process,0.005150752097223908
GO:BP,GO:0019538,protein metabolic process,0.005995114495239453
GO:BP,GO:0032774,RNA biosynthetic process,0.008263490250342388
GO:CC,GO:0005575,cellular_component,3.934969895622577e-21
GO:CC,GO:0110165,cellular anatomical structure,5.052463185952681e-20
GO:CC,GO:0043227,membrane-bounded organelle,5.828743197664339e-16
GO:CC,GO:0005622,intracellular anatomical structure,1.4233518992219145e-15
GO:CC,GO:0043231,intracellular membrane-bounded organelle,3.807945005730924e-15
GO:CC,GO:0043229,intracellular organelle,5.9666173253534606e-15
GO:CC,GO:0043226,organelle,7.321649386583674e-15
GO:CC,GO:0005634,nucleus,4.1930708703505035e-09
GO:CC,GO:0005737,cytoplasm,8.496041550579914e-09
GO:CC,GO:0032991,protein-containing complex,1.4498780716558587e-06
GO:CC,GO:0140535,intracellular protein-containing complex,0.00037686826146672743
GO:CC,GO:0005654,nucleoplasm,0.00040877277450803345
GO:CC,GO:1902494,catalytic complex,0.0011534702480230845
GO:CC,GO:0031981,nuclear lumen,0.0012264918133545206
GO:CC,GO:0005829,cytosol,0.0019916703113422303
GO:CC,GO:0070013,intracellular organelle lumen,0.008761942216831946
GO:CC,GO:0031974,membrane-enclosed lumen,0.008761942216831946
GO:CC,GO:0043233,organelle lumen,0.008761942216831946
GO:CC,GO:0000139,Golgi membrane,0.010308347905494487
GO:CC,GO:0016020,membrane,0.0219581292633796
GO:MF,GO:0003674,molecular_function,3.3857148492216733e-21
GO:MF,GO:0005488,binding,1.6405594855978332e-15
GO:MF,GO:0005515,protein binding,2.7431160921983534e-10
GO:MF,GO:0003824,catalytic activity,0.0003121164112853452
GO:MF,GO:0003723,RNA binding,0.0004588012458346529
GO:MF,GO:0140101,"catalytic activity, acting on a tRNA",0.0006931579714566521
GO:MF,GO:0003676,nucleic acid binding,0.005517780577524573
GO:MF,GO:0043175,RNA polymerase core enzyme binding,0.009941506633896787
GO:MF,GO:0019899,enzyme binding,0.01951763324011065
GO:MF,GO:0070063,RNA polymerase binding,0.0396870450490084
KEGG,KEGG:03015,mRNA surveillance pathway,0.025480415378422817
