source,native,name,p_value
GO:BP,GO:0008150,biological_process,2.8505352316978323e-08
GO:BP,GO:0009987,cellular process,5.386716303378944e-07
GO:BP,GO:0009056,catabolic process,0.000862852930416015
GO:BP,GO:0008152,metabolic process,0.0012202445603320571
GO:BP,GO:0044238,primary metabolic process,0.0031219312829202372
GO:BP,GO:0007006,mitochondrial membrane organization,0.004596976092398732
GO:BP,GO:0008104,protein localization,0.013543748343634344
GO:BP,GO:0070727,cellular macromolecule localization,0.014665323720079662
GO:BP,GO:0065007,biological regulation,0.017270869093085815
GO:BP,GO:0016043,cellular component organization,0.023262105519412636
GO:BP,GO:0006139,nucleobase-containing compound metabolic process,0.02365464084008958
GO:CC,GO:0110165,cellular anatomical structure,1.424809885654428e-12
GO:CC,GO:0005575,cellular_component,2.6163552941567603e-12
GO:CC,GO:0005622,intracellular anatomical structure,4.4458342575657555e-11
GO:CC,GO:0043227,membrane-bounded organelle,5.89072107917492e-10
GO:CC,GO:0043229,intracellular organelle,8.222825008604299e-10
GO:CC,GO:0043226,organelle,9.195121790110438e-10
GO:CC,GO:0043231,intracellular membrane-bounded organelle,1.1806442132848752e-08
GO:CC,GO:0031974,membrane-enclosed lumen,3.623636266523657e-06
GO:CC,GO:0043233,organelle lumen,3.623636266523657e-06
GO:CC,GO:0070013,intracellular organelle lumen,3.623636266523657e-06
GO:CC,GO:0005654,nucleoplasm,4.989191336915136e-05
GO:CC,GO:0005634,nucleus,6.83105900652719e-05
GO:CC,GO:0005737,cytoplasm,9.275268258621515e-05
GO:CC,GO:0031981,nuclear lumen,0.00015050408807649836
GO:CC,GO:0005829,cytosol,0.00487555000313046
GO:CC,GO:1904813,ficolin-1-rich granule lumen,0.015081583830785377
GO:MF,GO:0003674,molecular_function,2.5496391619924025e-13
GO:MF,GO:0005488,binding,1.6820515981519665e-09
GO:MF,GO:0005515,protein binding,1.1726088399979956e-06
GO:MF,GO:0036094,small molecule binding,0.0016002549751740556
GO:MF,GO:0003824,catalytic activity,0.0032744430434667807
GO:MF,GO:0043167,ion binding,0.0057985238616354885
KEGG,KEGG:00000,KEGG root term,5.214529656437981e-06
KEGG,KEGG:04137,Mitophagy - animal,0.00010443828920266478
KEGG,KEGG:05022,Pathways of neurodegeneration - multiple diseases,0.01228965495746299
KEGG,KEGG:05012,Parkinson disease,0.017968700663931813
KEGG,KEGG:03050,Proteasome,0.03424492583188273
KEGG,KEGG:04071,Sphingolipid signaling pathway,0.04748987971905199
