source,native,name,p_value
GO:BP,GO:0008150,biological_process,1.4448170995079605e-08
GO:BP,GO:0032501,multicellular organismal process,1.589142713302675e-07
GO:BP,GO:0050789,regulation of biological process,2.0897268602101833e-06
GO:BP,GO:0009987,cellular process,4.1167866556944405e-06
GO:BP,GO:0065007,biological regulation,8.65599815414097e-06
GO:BP,GO:0050794,regulation of cellular process,9.140993464447271e-06
GO:BP,GO:0048856,anatomical structure development,0.0024869446600390933
GO:BP,GO:0007275,multicellular organism development,0.0032091253372853626
GO:BP,GO:0048731,system development,0.006733277113366062
GO:BP,GO:0032502,developmental process,0.01592390232699631
GO:CC,GO:0005575,cellular_component,6.399443240224735e-11
GO:CC,GO:0110165,cellular anatomical structure,3.774760426488142e-10
GO:CC,GO:0016020,membrane,4.184449014014123e-05
GO:CC,GO:0005622,intracellular anatomical structure,0.0003955161224394132
GO:CC,GO:0071944,cell periphery,0.0029528815998428005
GO:CC,GO:0043226,organelle,0.004099754570868692
GO:CC,GO:0030054,cell junction,0.00903202501374354
GO:CC,GO:0045202,synapse,0.02617501262515726
GO:CC,GO:0005886,plasma membrane,0.04008613117086209
GO:MF,GO:0003674,molecular_function,6.157958976695109e-10
GO:MF,GO:0005488,binding,1.9486745061998072e-07
GO:MF,GO:0005515,protein binding,7.585079227273048e-06
GO:MF,GO:0003828,"alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity",0.049951596214851346
