source,native,name,p_value
GO:BP,GO:0012501,programmed cell death,1.2631809334489527e-09
GO:BP,GO:0008219,cell death,1.3734686311150524e-09
GO:BP,GO:0006915,apoptotic process,1.5521363487399926e-09
GO:BP,GO:0050896,response to stimulus,7.487684599235592e-09
GO:BP,GO:0033554,cellular response to stress,4.7023611328362834e-08
GO:BP,GO:0006974,DNA damage response,7.79957927226659e-08
GO:BP,GO:0097190,apoptotic signaling pathway,1.7917421042788884e-07
GO:BP,GO:0051716,cellular response to stimulus,1.8238790112372972e-07
GO:BP,GO:0043067,regulation of programmed cell death,2.180498240317993e-07
GO:BP,GO:0035556,intracellular signal transduction,2.2673983881379786e-07
GO:BP,GO:0042981,regulation of apoptotic process,3.6633622607000447e-07
GO:BP,GO:0072331,signal transduction by p53 class mediator,4.515561338631899e-07
GO:BP,GO:0006950,response to stress,8.689228606337726e-07
GO:BP,GO:0023052,signaling,1.4675095655592544e-06
GO:BP,GO:0007165,signal transduction,2.512341791572781e-06
GO:BP,GO:0007154,cell communication,4.291263757110389e-06
GO:BP,GO:0008625,extrinsic apoptotic signaling pathway via death domain receptors,5.075373508845412e-06
GO:BP,GO:0009628,response to abiotic stimulus,6.021957809951274e-06
GO:BP,GO:0008150,biological_process,2.2249524397242498e-05
GO:BP,GO:0008152,metabolic process,5.8465041407694944e-05
GO:CC,GO:0110165,cellular anatomical structure,4.405643844665789e-08
GO:CC,GO:0005575,cellular_component,1.0456349512670791e-07
GO:CC,GO:0005622,intracellular anatomical structure,9.210705211882048e-06
GO:CC,GO:0043226,organelle,5.3613162431681884e-05
GO:CC,GO:0005829,cytosol,6.709729889968144e-05
GO:CC,GO:0043227,membrane-bounded organelle,0.0001294827098933447
GO:CC,GO:0005737,cytoplasm,0.00022315023746358257
GO:CC,GO:0005634,nucleus,0.0010808025165217332
GO:CC,GO:0043229,intracellular organelle,0.006487953975951486
GO:CC,GO:0043232,intracellular membraneless organelle,0.022027351692438288
GO:CC,GO:0043228,membraneless organelle,0.022027351692438288
GO:CC,GO:0031981,nuclear lumen,0.03390934367597215
GO:CC,GO:0031974,membrane-enclosed lumen,0.03690677107226741
GO:CC,GO:0070013,intracellular organelle lumen,0.03690677107226741
GO:CC,GO:0043233,organelle lumen,0.03690677107226741
GO:MF,GO:0003674,molecular_function,4.72012578764591e-09
GO:MF,GO:0005488,binding,3.2800611700916093e-06
GO:MF,GO:0045569,TRAIL binding,2.0030984114818025e-05
GO:MF,GO:0003824,catalytic activity,9.330700317085573e-05
GO:MF,GO:0005515,protein binding,0.000536066181030467
GO:MF,GO:0005035,death receptor activity,0.0027048977073784184
GO:MF,GO:0043167,ion binding,0.003778568674261913
GO:MF,GO:0036094,small molecule binding,0.01101893584118944
GO:MF,GO:0098772,molecular function regulator activity,0.011507325375793983
GO:MF,GO:0019899,enzyme binding,0.0125139439322074
GO:MF,GO:0032813,tumor necrosis factor receptor superfamily binding,0.023302757393836145
GO:MF,GO:0016740,transferase activity,0.024113876072449667
KEGG,KEGG:04115,p53 signaling pathway,1.1602206727162826e-17
KEGG,KEGG:00000,KEGG root term,3.710773229975418e-05
KEGG,KEGG:04060,Cytokine-cytokine receptor interaction,9.147041199130278e-05
KEGG,KEGG:04210,Apoptosis,0.00017776760568521084
KEGG,KEGG:01524,Platinum drug resistance,0.0002587292320228805
KEGG,KEGG:05213,Endometrial cancer,0.001315570020062536
KEGG,KEGG:05216,Thyroid cancer,0.0018642581567656366
KEGG,KEGG:05218,Melanoma,0.0035851810546570213
KEGG,KEGG:05214,Glioma,0.00493946401259925
KEGG,KEGG:05132,Salmonella infection,0.005307122534138396
KEGG,KEGG:05210,Colorectal cancer,0.010854594902117494
KEGG,KEGG:05222,Small cell lung cancer,0.016884658673679876
KEGG,KEGG:05217,Basal cell carcinoma,0.01971074873201543
