 ,names,degree,harmonic,eigenvector_centrality,betweenness
ENSG00000149532,CPSF7,7,0.22678091139629655,0.7144158620115466,2559.166666666666
ENSG00000172456,FGGY,7,0.2214076521768833,0.12149371000380133,2380.416666666667
ENSG00000168575,SLC20A2,7,0.2106218567757033,0.05343622122009144,2224.5
ENSG00000134759,ELP2,6,0.22704795204795267,0.6446245542449782,2018.166666666667
ENSG00000198677,SKIC3,6,0.225788954635109,0.12149765202937722,3318.0
ENSG00000136636,KCTD3,6,0.26323164015471756,1.0,4122.25
ENSG00000101126,ADNP,6,0.1605452732671665,0.002689632562835237,948.9999999999999
ENSG00000146457,WTAP,6,0.24504107004107004,0.47605020197031855,3448.4166666666674
ENSG00000108854,SMURF2,5,0.21418560072406276,0.2548731762964887,1783.0
ENSG00000129625,REEP5,5,0.2254307658153818,0.6542425343349734,892.5
ENSG00000273749,CYFIP1,5,0.19573353996430926,0.060395625685070654,1033.0
ENSG00000221978,CCNL2,5,0.18824807670961508,0.05079539776777569,1039.3333333333335
ENSG00000151135,TMEM263,5,0.25816213700829077,0.8506597751469036,4090.4999999999995
ENSG00000152620,NADK2,5,0.24290666598358945,0.5632565539028702,3187.250000000001
ENSG00000242220,TCP10L,5,0.1732393674701366,0.01600374523164316,829.0
ENSG00000198825,INPP5F,5,0.21329318281981055,0.4136491656262686,829.0
ENSG00000011566,MAP4K3,5,0.18940510508557848,0.12533755451679102,1054.0
ENSG00000204371,EHMT2,5,0.21625176270146737,0.42784039691655446,1151.0
ENSG00000257545,ENSG00000257545,4,0.21300622454468643,0.22810909038806276,1650.0
ENSG00000140750,ARHGAP17,4,0.18322852361313902,0.020922308033241358,1361.8333333333333
ENSG00000162086,ZNF75A,4,0.1885768078075771,0.029174673502349705,1117.1666666666667
ENSG00000140395,SKIC8,4,0.1967534602149988,0.03291132546984986,1685.1666666666665
ENSG00000140382,HMG20A,4,0.22048571087032678,0.40196703142123974,1043.1666666666665
ENSG00000126773,PCNX4,4,0.2191697191697195,0.14011910864720092,2404.083333333333
ENSG00000115944,COX7A2L,4,0.2437402341248496,0.5656338702811791,2902.4166666666665
ENSG00000004487,KDM1A,4,0.20744597283058855,0.1222509108056522,1326.75
ENSG00000017260,ATP2C1,4,0.16262220685297593,0.022182036066886707,540.0
ENSG00000108984,MAP2K6,3,0.21049591434206835,0.21828041964305367,1499.5833333333335
ENSG00000286883,ENSG00000286883,3,0.18086614240460377,0.34565162857158055,168.0
ENSG00000141127,PRPSAP2,3,0.2304404996712695,0.25588424499547235,3012.9166666666665
ENSG00000143641,GALNT2,3,0.18876764261379653,0.2520672266861057,314.16666666666663
ENSG00000144118,RALB,3,0.17770078376587245,0.15885397665289935,335.0
ENSG00000144785,ENSG00000144785,3,0.1842734188888035,0.023998656049302465,988.0833333333333
ENSG00000099331,MYO9B,3,0.1983595464364697,0.0907932202955569,1413.5833333333335
ENSG00000147121,KRBOX4,3,0.18327725857311647,0.1509657484486024,500.0
ENSG00000086189,DIMT1,3,0.20243495820418914,0.21273511814022764,624.75
ENSG00000112200,ZNF451,3,0.22885917501302186,0.5545452128562255,1950.1666666666667
