source,native,name,p_value
GO:BP,GO:0044238,primary metabolic process,2.1597352782398238e-05
GO:BP,GO:0008152,metabolic process,0.00018895618606036435
GO:BP,GO:0009058,biosynthetic process,0.0006359423258346032
GO:BP,GO:0043170,macromolecule metabolic process,0.0032400205798119508
GO:BP,GO:0009987,cellular process,0.0033494500190756273
GO:BP,GO:0008150,biological_process,0.00453818257800041
GO:CC,GO:1902494,catalytic complex,1.7662152583017274e-05
GO:CC,GO:1990234,transferase complex,1.840307505585103e-05
GO:CC,GO:0005622,intracellular anatomical structure,0.0006794540470061381
GO:CC,GO:0043231,intracellular membrane-bounded organelle,0.0011875273940210429
GO:CC,GO:0043227,membrane-bounded organelle,0.002228774129669749
GO:CC,GO:0043226,organelle,0.003643675879145119
GO:CC,GO:0043229,intracellular organelle,0.005812260504536974
GO:CC,GO:0005575,cellular_component,0.013493731940308342
GO:CC,GO:0005737,cytoplasm,0.013531013154273781
GO:CC,GO:0110165,cellular anatomical structure,0.015990234135717474
GO:CC,GO:0032991,protein-containing complex,0.019686242563075978
GO:CC,GO:0140535,intracellular protein-containing complex,0.03187649302004455
GO:CC,GO:0005760,gamma DNA polymerase complex,0.044208144951154243
GO:MF,GO:0016740,transferase activity,4.895833103069288e-05
GO:MF,GO:0003824,catalytic activity,0.0005663419637114481
GO:MF,GO:0003674,molecular_function,0.005889392921140446
GO:MF,GO:0005515,protein binding,0.012740890733999335
