source,native,name,p_value
GO:BP,GO:0009987,cellular process,4.3724712025870457e-07
GO:BP,GO:0008150,biological_process,1.7574283331015303e-06
GO:BP,GO:0016072,rRNA metabolic process,0.0006084047999123718
GO:BP,GO:0008152,metabolic process,0.0020616181092609903
GO:BP,GO:0050794,regulation of cellular process,0.014194357983294445
GO:BP,GO:0042254,ribosome biogenesis,0.02900357661400066
GO:BP,GO:0050789,regulation of biological process,0.03605227039258593
GO:BP,GO:0006364,rRNA processing,0.03958866083403591
GO:CC,GO:0005622,intracellular anatomical structure,4.3024940156164157e-10
GO:CC,GO:0110165,cellular anatomical structure,8.758304699269458e-10
GO:CC,GO:0005575,cellular_component,1.3894730883903089e-09
GO:CC,GO:0043229,intracellular organelle,3.208816503541329e-09
GO:CC,GO:0043226,organelle,7.347867241761154e-09
GO:CC,GO:0043227,membrane-bounded organelle,7.470797066872861e-08
GO:CC,GO:0043231,intracellular membrane-bounded organelle,2.8765550689561137e-07
GO:CC,GO:0005737,cytoplasm,0.00013943521781768135
GO:CC,GO:0005634,nucleus,0.001080309819940527
GO:CC,GO:0043232,intracellular membraneless organelle,0.00968193483006275
GO:CC,GO:0043228,membraneless organelle,0.00968193483006275
GO:CC,GO:0012505,endomembrane system,0.010677838896286481
GO:CC,GO:0043233,organelle lumen,0.016796656875291808
GO:CC,GO:0031974,membrane-enclosed lumen,0.016796656875291808
GO:CC,GO:0070013,intracellular organelle lumen,0.016796656875291808
GO:MF,GO:0003674,molecular_function,5.633261752057566e-13
GO:MF,GO:0005488,binding,3.2641830346410975e-10
GO:MF,GO:0005515,protein binding,1.0139850481183747e-07
GO:MF,GO:0003676,nucleic acid binding,0.00424353615403951
GO:MF,GO:0044877,protein-containing complex binding,0.022937183195361147
KEGG,KEGG:00000,KEGG root term,0.03743689112424224
